prompt,occasion,formality,constraint,color_tone,occasion_soft,formality_soft,constraint_soft,color_tone_soft,split,source
"dark casual no rules look, I wear what I want and it's always giving",casual,casual,no_constraint,dark,"{""casual"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"neutral casual look with complete freedom, clean simple effortless",casual,casual,no_constraint,neutral,"{""casual"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"formal first date to an opera, yes actually the opera, help",date,formal,understated,soft,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"formal dinner date at a Michelin star restaurant, I want to look like I belong",date,formal,understated,bright,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"formal date at a private members club, the dress code is strict and I panicked",date,formal,understated,dark,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"formal date to a gala with someone I really like, pressure is immense",date,formal,understated,neutral,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold romantic formal date look, I'm going all in and I want to look like I mean it",date,formal,bold,soft,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bright bold formal date look, I'm meeting someone exciting and I want to match",date,formal,bold,bright,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
dramatic dark formal date look for someone who has extremely high standards,date,formal,bold,dark,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"bold neutral formal date, the venue is very fancy and I want to look equal to it",date,formal,bold,neutral,"{""date"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
formal date look that's personal and interesting not just conventionally pretty,date,formal,no_constraint,soft,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"formal date look that's bright and joyful, I want to feel radiant",date,formal,no_constraint,bright,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
formal dark date look that's unconventional but still clearly dressed for the occasion,date,formal,no_constraint,dark,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
formal date look in neutrals that feels like a signature not a safe choice,date,formal,no_constraint,neutral,"{""date"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"semi-formal date at a rooftop restaurant, I want to look city chic",date,semi-formal,understated,soft,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal spring date at a nice outdoor terrace, light and pretty",date,semi-formal,understated,bright,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"semi-formal evening date, nice bar then dinner, dark and elegant",date,semi-formal,understated,dark,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",heldout,original
semi-formal date where I want to look put together without looking like I planned it,date,semi-formal,understated,neutral,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal date look that's confident and bold and a little romantic,date,semi-formal,bold,soft,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
bright bold semi-formal date look for a summer evening with serious potential,date,semi-formal,bold,bright,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",heldout,original
"dark bold semi-formal date, I want to look like a protagonist not a background character",date,semi-formal,bold,dark,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"bold neutral semi-formal date, I'm dressing for confidence not for the occasion",date,semi-formal,bold,neutral,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
semi-formal date look that feels completely natural and entirely me,date,semi-formal,no_constraint,soft,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
semi-formal date look that's fresh and vibrant for a warm evening out,date,semi-formal,no_constraint,bright,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"dark semi-formal date look with quiet intensity, I want to be interesting",date,semi-formal,no_constraint,dark,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
semi-formal date in neutrals that feels elevated and considered,date,semi-formal,no_constraint,neutral,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"casual date at a dog café, cute but relaxed, can't wear anything that'll get hairy",date,casual,understated,soft,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,original
"casual daytime date to a flower market, soft and pretty and practical",date,casual,understated,bright,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
casual dark date look for going to see a film and getting food after,date,casual,understated,dark,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
casual neutral date look for someone I've known a while but finally going on a proper date with,date,casual,understated,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"bold casual date look in soft colours, I want to be remembered but also comfortable",date,casual,bold,soft,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"bold bright casual date look, it's summer and I want to be unforgettable",date,casual,bold,bright,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"bold dark casual date look, I dress like this normally and I want him to know it",date,casual,bold,dark,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"bold neutral casual date look, I'm confident and I want my clothes to say it too",date,casual,bold,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"casual date look with no rules, I just want to feel like the best version of myself",date,casual,no_constraint,soft,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"bright casual date look, easy and colourful for someone I want to impress without trying",date,casual,no_constraint,bright,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"dark casual date no rules look, I want to be effortlessly cool and that's it",date,casual,no_constraint,dark,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
neutral casual date look that's so me it's almost a personal statement,date,casual,no_constraint,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
"formal warehouse rave turned upscale event, I don't know what to wear but it's a look",party,formal,understated,soft,"{""party"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
something for an exclusive formal rooftop party with a dress code I can't decode,party,semi-formal,bold,bright,"{""party"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"casual end of summer backyard sendoff party, nostalgic and cute",party,casual,no_constraint,dark,"{""party"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
semi-formal engagement party where both families will be there and I want to be liked,party,semi-formal,understated,neutral,"{""party"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"formal wedding anniversary party for my parents, respectful but still stylish",wedding,formal,bold,soft,"{""wedding"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal wedding vow renewal celebration, joyful and light",wedding,semi-formal,no_constraint,bright,"{""wedding"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"casual outdoor wedding blessing ceremony, relaxed spiritual gathering",wedding,casual,understated,dark,"{""wedding"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"formal wedding weekend opening dinner, sets the tone for the whole trip",wedding,formal,understated,neutral,"{""wedding"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",heldout,original
"formal office birthday surprise event after work, need to look great without warning",office,formal,no_constraint,soft,"{""office"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
"semi-formal office farewell for a colleague I actually like, want to look memorable",office,semi-formal,understated,bright,"{""office"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
casual work from home day that suddenly has a very important video call,office,casual,bold,dark,"{""office"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
formal office look for an award ceremony where I'm being recognised,office,formal,bold,neutral,"{""office"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",heldout,original
"casual date at a bookshop followed by a walk, intellectual and quietly pretty",casual,casual,understated,soft,"{""casual"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
semi-formal casual look for a spontaneous day trip to the countryside,casual,semi-formal,no_constraint,bright,"{""casual"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
elevated casual look for a lazy Saturday that has photo potential,casual,formal,understated,dark,"{""casual"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",heldout,original
bold casual everyday look for a girl who never has a boring outfit day,casual,casual,bold,neutral,"{""casual"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"formal date to a classical concert, I want to look like I belong in that world",date,formal,understated,soft,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
"semi-formal second date at a wine bar, building on last time",date,semi-formal,bold,bright,"{""date"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"casual date to a vintage market, relaxed and tactile and fun",date,casual,no_constraint,dark,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
"formal date to an exclusive restaurant he booked six weeks in advance, no pressure",date,formal,understated,neutral,"{""date"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
something for a winter formal gala where the dress code says white tie and I'm panicking,party,formal,understated,soft,"{""party"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",heldout,original
"formal fundraiser dinner look, I'm seated next to someone important and need to look it",party,formal,understated,bright,"{""party"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,original
"going to an opera followed by a after party, need one look to do both",party,formal,understated,dark,"{""party"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,original
"classic elegant formal party look, I want to look like I've always had great taste",party,formal,understated,neutral,"{""party"": 1.0}","{""formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,original
"red gown energy for a formal awards party, I want to make an entrance",party,formal,bold,soft,"{""party"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""soft"": 1.0}",train,original
"going to a formal launch event for a fashion brand, they'll judge what I wear",party,formal,bold,bright,"{""party"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,original
"theatrical formal party look, maximalist and intentional not just decorated",party,formal,bold,dark,"{""party"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,original
"power suit for a formal corporate party, I'm not wearing a dress and I won't be talked out of it",party,formal,bold,neutral,"{""party"": 1.0}","{""formal"": 1.0}","{""bold"": 1.0}","{""neutral"": 1.0}",train,original
"formal dinner party at someone's private home, intimate and elegant",party,formal,no_constraint,soft,"{""party"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,original
something for a formal charity event where the crowd is older and more traditional,party,formal,no_constraint,bright,"{""party"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,original
"formal alumni dinner, want to look successful and put together",party,formal,no_constraint,dark,"{""party"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""dark"": 1.0}",train,original
formal industry party where I'll be photographed and the photos will live online forever,party,formal,no_constraint,neutral,"{""party"": 1.0}","{""formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,original
